time_element,username,post_text,thread_page,post_text_cleaned
6:36:00 PM,Richards279,Stop going tempo,31,Stop going tempo
6:36:00 PM,Centex48,STOP THE ****ING TEMPO,31,STOP THE ****ING TEMPO
6:37:00 PM,CumberlandBlues,tempo never works. Stop.,31,tempo never works. Stop.
6:37:00 PM,TTwin,And another hurry up kills the big play,31,And another hurry up kills the big play
6:37:00 PM,mxraider,"Tahj brooks carries in the second half:  8 yards 4 yards 11 yards 6 yards 4 yards  kittley: they are keying on the run, let’s throw it…",31,"Tahj brooks carries in the second half: 8 yards 4 yards 11 yards 6 yards 4 yards kittley: they are keying on the run, let’s throw it…"
6:37:00 PM,Path Man,Too bad Baskerville couldn’t have broken that tackle; a lot of green turf in front of him.,31,Too bad Baskerville couldn’t have broken that tackle; a lot of green turf in front of him.
6:37:00 PM,FiscalKliff,I hope that’s Morton being an idiot and keeping it because there’s no sense in running him,31,I hope that’s Morton being an idiot and keeping it because there’s no sense in running him
6:37:00 PM,bustossa,What it’s like to have a defense !!!,31,What it’s like to have a defense !!!
6:37:00 PM,Rolf C,Hutchings no pads and is done for the night.,31,Hutchings no pads and is done for the night.
6:37:00 PM,RedRaider2014,Surprise surprise on the useless hurry up after a big play...how is this not obviously changed by now? Been like this all season with very few times it was worth it that I recall.,31,Surprise surprise on the useless hurry up after a big play...how is this not obviously changed by now? Been like this all season with very few times it was worth it that I recall.
6:37:00 PM,TechFan88,I'm sorry Brooks,31,I'm sorry Brooks
6:37:00 PM,jbryanford,"Kittley..... quit not handing the ball to Brooks, please.",31,"Kittley..... quit not handing the ball to Brooks, please."
6:37:00 PM,MJRaider,"Yeah, let’s not run the ball at all.",31,"Yeah, let’s not run the ball at all."
6:37:00 PM,hawkspur,Kittley is a football terrorist and we are the victims,31,Kittley is a football terrorist and we are the victims
6:37:00 PM,Path Man,  TTwin said:       And another hurry up kills the big play    Click to expand...  McGuire needs to stop that crap.,31,McGuire needs to stop that crap.
6:37:00 PM,Techbassn,And now we abandon the run,31,And now we abandon the run
6:38:00 PM,TechRocks,Total wasted play.  Morton needs to be quicker,31,Total wasted play. Morton needs to be quicker
6:38:00 PM,RaiderSeymore,Are we just not gonna give it to brooks……,31,Are we just not gonna give it to brooks……
6:38:00 PM,Guardians4312,Okay Kittley. Time to run the ball on early downs.,31,Okay Kittley. Time to run the ball on early downs.
6:38:00 PM,FiscalKliff,thanks for ripping the free play from us,31,thanks for ripping the free play from us
6:38:00 PM,DWDJR,I hate how they never give you the free play anymore. They are so strict on this “with contact” crap,32,I hate how they never give you the free play anymore. They are so strict on this “with contact” crap
6:38:00 PM,aybuddy777,KITTLEY STOP THROWING YOU AS$HOLE!,32,KITTLEY STOP THROWING YOU AS$HOLE!
6:38:00 PM,huntcass,That was bullshit… should’ve been a free play,32,That was bullshit… should’ve been a free play
6:38:00 PM,ttuboat,lol they flashed the TD graphic and gave us 6 points. Awful broadcast.,32,lol they flashed the TD graphic and gave us 6 points. Awful broadcast.
6:38:00 PM,InterestedObserver,Total BS to add 6 and take it away!,32,Total BS to add 6 and take it away!
6:38:00 PM,J. Ramirez,TAHJ IS NOT HUMAN,32,TAHJ IS NOT HUMAN
6:39:00 PM,TechFan88,We are playing like we down 30.,32,We are playing like we down 30.
6:39:00 PM,CumberlandBlues,Really wish we used Dre Mac more this year.,32,Really wish we used Dre Mac more this year.
6:39:00 PM,NYRaider,LETS ****ING GOOO,32,LETS ****ING GOOO
6:39:00 PM,Centex48,We need to continue getting McCray & Brown involved.,32,We need to continue getting McCray & Brown involved.
6:39:00 PM,mattcal,Finally!,32,Finally!
6:39:00 PM,AustinRaider6,let’s gooooooooooooooo,32,let’s gooooooooooooooo
6:39:00 PM,DWDJR,Come on!!,32,Come on!!
6:39:00 PM,Time To Win,Give Tahj the FING ball!!!!,32,Give Tahj the FING ball!!!!
6:39:00 PM,GunsUp5,Let’s go!,32,Let’s go!
6:39:00 PM,ttuboat,  ttuboat said:       lol they flashed the TD graphic and gave us 6 points. Awful broadcast.    Click to expand...  It was a prophecy 👀,32,It was a prophecy 👀
6:39:00 PM,jopritch,That’s what’s up.,32,That’s what’s up.
6:39:00 PM,hawkspur,LOOK WHAT HAPPENS WHEN YOU GIVE IT TO YOUR DOAK FINALIST KITTLEY  stupid ****er.,32,LOOK WHAT HAPPENS WHEN YOU GIVE IT TO YOUR DOAK FINALIST KITTLEY stupid ****er.
6:39:00 PM,Rolf C,YESSSSSS!!!!,32,YESSSSSS!!!!
6:39:00 PM,TTwin,See what happens when you use Brooks,32,See what happens when you use Brooks
6:39:00 PM,Guardians4312,  Guardians4312 said:       Okay Kittley. Time to run the ball on early downs.    Click to expand...  Thank god.,32,Thank god.
6:39:00 PM,jbryanford,Finally.... the Brooks TD play was called.....  KITTLEY... CRUSH THEM WITH BROOKS IN THE 4th. please. Thanks.,32,Finally.... the Brooks TD play was called..... KITTLEY... CRUSH THEM WITH BROOKS IN THE 4th. please. Thanks.
6:39:00 PM,wreckem1959,Now the defense needs to hold them,32,Now the defense needs to hold them
6:40:00 PM,Path Man,  J. Ramirez said:       TAHJ IS NOT HUMAN    Click to expand...  He is good at tackle (or lack thereof) football.,32,He is good at tackle (or lack thereof) football.
6:40:00 PM,SwampRayder,TD on a drive. No screens!,32,TD on a drive. No screens!
6:40:00 PM,tbp59,well we are showing some heart,32,well we are showing some heart
6:40:00 PM,txtechx,Good things happen when this offense runs the ball.,32,Good things happen when this offense runs the ball.
6:40:00 PM,marching_band_mark,Taj out here making himself some money..,32,Taj out here making himself some money..
6:40:00 PM,CumberlandBlues,Tahj is in Bam territory for me. Just an absolute monster. Imagine him as an I-back like Bam.,32,Tahj is in Bam territory for me. Just an absolute monster. Imagine him as an I-back like Bam.
6:40:00 PM,TxTech08,I'll start the Tahj NIL fund for next year at $1000,32,I'll start the Tahj NIL fund for next year at $1000
6:40:00 PM,aybuddy777,LET TAHJ COOK,32,LET TAHJ COOK
6:40:00 PM,J. Apodaca,"Ugly drive, but you score. Morton making plays.",32,"Ugly drive, but you score. Morton making plays."
6:40:00 PM,NismoRaider,I wonder what the success rate is with the hurry up after a first down. Anecdotally it seems like we put ourselves behind the pitch count so to speak.,32,I wonder what the success rate is with the hurry up after a first down. Anecdotally it seems like we put ourselves behind the pitch count so to speak.
6:40:00 PM,Jordon232,Lord please let brooks come back another year.,32,Lord please let brooks come back another year.
6:40:00 PM,FiscalKliff,  GunsUp5 said:       Let’s go!    Click to expand...  Glad you are done crying.,32,Glad you are done crying.
6:40:00 PM,mxraider,"Oh look, Brooks does something good.  This isn’t hard Kittley…UCF gives up a million yards on the ground every game.  Your RB leads the word unbroken tackles.  KISS  Keep. It. Simple. Stupid.",32,"Oh look, Brooks does something good. This isn’t hard Kittley…UCF gives up a million yards on the ground every game. Your RB leads the word unbroken tackles. KISS Keep. It. Simple. Stupid."
6:40:00 PM,parlayraider81,C’mon defense..hold them!,32,C’mon defense..hold them!
6:40:00 PM,Dabox23,"I'd like to take credit for saying, ""Can we remember we have an all-Big 12 RB?"" before that play.  I think Kittley heard me.",32,"I'd like to take credit for saying, ""Can we remember we have an all-Big 12 RB?"" before that play. I think Kittley heard me."
6:41:00 PM,SwampRayder,"On a play with offsides with contact, is it the rule to call the play dead?",32,"On a play with offsides with contact, is it the rule to call the play dead?"
6:41:00 PM,TTUfirebird2008,Let’s finish strong in the 4th quarter,32,Let’s finish strong in the 4th quarter
6:41:00 PM,TTUGrad08,I love A gap runs.,33,I love A gap runs.
6:41:00 PM,NYRaider,  tbp59 said:       well we are showing some heart    Click to expand...  These kids never quit. It’s impressive.,33,These kids never quit. It’s impressive.
6:41:00 PM,TechFan88,How much higher would Brooks be on the career Rushing list if Kittley wasn't his OC?,33,How much higher would Brooks be on the career Rushing list if Kittley wasn't his OC?
6:41:00 PM,ronerich,Baltimore needs to draft Brooks.  He just seems like their exact type of RB.,33,Baltimore needs to draft Brooks. He just seems like their exact type of RB.
6:41:00 PM,mxraider,"  SwampRayder said:       On a play with offsides with contact, is it the rule to call the play dead?    Click to expand...  With contact, yes.",33,"With contact, yes."
6:41:00 PM,A063597,10 yds a carry and he’s only got 12. Hope we lean on him in 4th,33,10 yds a carry and he’s only got 12. Hope we lean on him in 4th
6:41:00 PM,TxTech08,  TechFan88 said:       How much higher would Brooks be on the career Rushing list if Kittley wasn't his OC?    Click to expand...  Just stop.,33,Just stop.
6:42:00 PM,aliefallstar,"Evidently, we made some good defensive adjustments for the 2nd half. Keep it up   Big TD drive right there by the offense",33,"Evidently, we made some good defensive adjustments for the 2nd half. Keep it up Big TD drive right there by the offense"
6:42:00 PM,NYRaider,Great play by Jordan there. Shed the block and finished the play.,33,Great play by Jordan there. Shed the block and finished the play.
6:42:00 PM,SwampRayder,"  mxraider said:       Oh look, Brooks does something good.  This isn’t hard Kittley…UCF gives up a million yards on the ground every game.  Your RB leads the word unbroken tackles.  KISS  Keep. It. Simple. Stupid.    Click to expand...  We’ve only run the ball 14 times",33,We’ve only run the ball 14 times
6:42:00 PM,ronerich,"  TechFan88 said:       How much higher would Brooks be on the career Rushing list if Kittley wasn't his OC?    Click to expand...   Other than the first couple of weeks, Kittley has corrected.  Brooks has had multiple games with 30+ carries.",33,"Other than the first couple of weeks, Kittley has corrected. Brooks has had multiple games with 30+ carries."
6:43:00 PM,chaseallen_44,The announcers get the tacklers name wrong every time haha,33,The announcers get the tacklers name wrong every time haha
6:43:00 PM,DWDJR,"I am gonna need @T. Beadles to break down how the defense has flipped that quarter. To my stupid eye it just looks like not losing at the LOS anymore. But its so hard to go from getting bullied to not getting bullied, especially when the best DT goes out.",33,"I am gonna need @T. Beadles to break down how the defense has flipped that quarter. To my stupid eye it just looks like not losing at the LOS anymore. But its so hard to go from getting bullied to not getting bullied, especially when the best DT goes out."
6:43:00 PM,mxraider,  SwampRayder said:       We’ve only run the ball 14 times    Click to expand...  And brooks had 12 of those carries for 118 yards…. I don’t get it.,33,And brooks had 12 of those carries for 118 yards…. I don’t get it.
6:43:00 PM,Jordon232,Damn good play by Brendan Jordan he played that perfect.,33,Damn good play by Brendan Jordan he played that perfect.
6:44:00 PM,jbryanford,My eyes see us as 7 up.... my stress feels like we are 14 down still...,33,My eyes see us as 7 up.... my stress feels like we are 14 down still...
6:44:00 PM,Time To Win,"  SwampRayder said:       On a play with offsides with contact, is it the rule to call the play dead?    Click to expand...  Yes",33,Yes
6:44:00 PM,ttuboat,  chaseallen_44 said:       The announcers get the tacklers name wrong every time haha    Click to expand...  p sure they called Morton plumlee earlier,33,p sure they called Morton plumlee earlier
6:44:00 PM,mxraider,"  ronerich said:       Other than the first couple of weeks, Kittley has corrected.  Brooks has had multiple games with 30+ carries.    Click to expand...  He has 12 in this game for 118. He should have 20+ for 150+",33,He has 12 in this game for 118. He should have 20+ for 150+
6:45:00 PM,redstormrising!,  mxraider said:       He has 12 in this game for 118. He should have 20+ for 150+    Click to expand...   This. Kittley is a dumb ****.,33,This. Kittley is a dumb ****.
6:45:00 PM,jbryanford,really wish we could get easy pressure on the QB.,33,really wish we could get easy pressure on the QB.
6:45:00 PM,chaseallen_44,  ttuboat said:       p sure they called Morton plumlee earlier    Click to expand...  They called Jordan Braylon Johnson or something.,33,They called Jordan Braylon Johnson or something.
6:45:00 PM,raiderpower_HTX,  Centex48 said:       We need to continue getting McCray & Brown involved.    Click to expand...  Brown was looking great in the 1st half then haven't seen him since,33,Brown was looking great in the 1st half then haven't seen him since
6:45:00 PM,Centex48,Defense shitting their pants right on cue. How does UCF’s tempo work?,33,Defense shitting their pants right on cue. How does UCF’s tempo work?
6:46:00 PM,mxraider,"Aaaaand right one queue, the defense goes soft.",33,"Aaaaand right one queue, the defense goes soft."
6:46:00 PM,Path Man,Here comes our complementary football. ☹️,33,Here comes our complementary football. ☹️
6:46:00 PM,jbryanford,Plumlee has the world's biggest knee brace and we haven't hit him hard except for the time he jumped.  Not saying cheap shot him... but saying... hit the dang QB hard please.,33,Plumlee has the world's biggest knee brace and we haven't hit him hard except for the time he jumped. Not saying cheap shot him... but saying... hit the dang QB hard please.
6:46:00 PM,ronerich,Our LB's have been beaten around the corner all night long.,33,Our LB's have been beaten around the corner all night long.
6:46:00 PM,ALL HANDS,Rodriguez having a tough game tonight in the open field.,33,Rodriguez having a tough game tonight in the open field.
6:47:00 PM,MJRaider,we are really missing rabbit.,33,we are really missing rabbit.
6:48:00 PM,chaseallen_44,C’mon Defense.,33,C’mon Defense.
6:48:00 PM,Centex48,  MJRaider said:       we are really missing rabbit.    Click to expand...  Maybe missing Jaylon Hutchings even more.,33,Maybe missing Jaylon Hutchings even more.
6:48:00 PM,Estebanito,Why does this defense always shit the bed when we take a lead?,33,Why does this defense always shit the bed when we take a lead?
6:48:00 PM,PickSix02,I don't ever know who has the ball when the run the RPO.,33,I don't ever know who has the ball when the run the RPO.
6:48:00 PM,Time To Win,Please get pressure,33,Please get pressure
6:48:00 PM,jopritch,Plumlee kinda sucks.,33,Plumlee kinda sucks.
6:48:00 PM,raiderpower_HTX,  MJRaider said:       we are really missing rabbit.    Click to expand...  I mean these misdirection runs are killing us,33,I mean these misdirection runs are killing us
6:48:00 PM,MJ Red Raider,   ,33,
6:49:00 PM,NYRaider,That’s why McAlpine wasn’t in the rotation anymore.,33,That’s why McAlpine wasn’t in the rotation anymore.
6:49:00 PM,jbryanford,Ugh. Self destructive penalties...,33,Ugh. Self destructive penalties...
6:49:00 PM,GunsUp5,We are amazing,34,We are amazing
6:49:00 PM,mxraider,Welcome to the season McAlpine….,34,Welcome to the season McAlpine….
6:49:00 PM,bustossa,If UCF scores a TD on this drive I’ll be convinced all games are rigged,34,If UCF scores a TD on this drive I’ll be convinced all games are rigged
6:49:00 PM,Rolf C,Untimely penalty.,34,Untimely penalty.
6:49:00 PM,TTUfirebird2008,We are very good at shooting ourselves in the foot.,34,We are very good at shooting ourselves in the foot.
6:49:00 PM,Bettycawkder,Good angle there,34,Good angle there
6:50:00 PM,jbryanford,"Plumlee is a really solid college QB.  He isn't teh best pure passer, but he isn't trash.... and he is a big plus running the ball.",34,"Plumlee is a really solid college QB. He isn't teh best pure passer, but he isn't trash.... and he is a big plus running the ball."
6:50:00 PM,Jordon232,I see why they say champan Lewis is the best tackler on the team,34,I see why they say champan Lewis is the best tackler on the team
6:50:00 PM,Time To Win,What’s this 3 man line crap,34,What’s this 3 man line crap
6:50:00 PM,GunsUp5,"  FiscalKliff said:       Glad you are done crying.    Click to expand...  Have no fear, we are still a very flawed football team. We are lucky lucky tonight",34,"Have no fear, we are still a very flawed football team. We are lucky lucky tonight"
6:50:00 PM,CumberlandBlues,Keep going low on Plumlee please.,34,Keep going low on Plumlee please.
6:50:00 PM,mxraider,  jopritch said:       Plumlee kinda sucks.    Click to expand...  We’d have 7-8 wins if he was our QB.,34,We’d have 7-8 wins if he was our QB.
6:50:00 PM,NYRaider,Great job by the freshmen on that drive.,34,Great job by the freshmen on that drive.
6:51:00 PM,TechFan88,"  ronerich said:       Other than the first couple of weeks, Kittley has corrected.  Brooks has had multiple games with 30+ carries.    Click to expand...  4 games 31+ 4 games 19 or less carries 1 game 25 carries  This game? 12 carries with 10:21 left.",34,4 games 31+ 4 games 19 or less carries 1 game 25 carries This game? 12 carries with 10:21 left.
6:51:00 PM,DWDJR,Will absolutely take the field goal. Thats a win if we go and find the endzone again.,34,Will absolutely take the field goal. Thats a win if we go and find the endzone again.
6:51:00 PM,J. Apodaca,Defense steps up again,34,Defense steps up again
6:51:00 PM,B. Golan,8 minute touchdown drive 🙏🏼,34,8 minute touchdown drive 🙏🏼
6:52:00 PM,jbryanford,Do wish we'd maybe taken those three points on the first drive.,34,Do wish we'd maybe taken those three points on the first drive.
6:52:00 PM,Path Man,"Good job, D; 3 a lot better than 7.",34,"Good job, D; 3 a lot better than 7."
6:52:00 PM,Rolf C,"  mxraider said:       We’d have 7-8 wins if he was our QB.    Click to expand...  Probably right, but I also think Texas Tech would have that many wins with a healthy QB all season.",34,"Probably right, but I also think Texas Tech would have that many wins with a healthy QB all season."
6:52:00 PM,DWDJR,Score a touchdown and we are going to a bowl baring some mind blowing stupid stuff. One drive come on.,34,Score a touchdown and we are going to a bowl baring some mind blowing stupid stuff. One drive come on.
6:52:00 PM,blackswarm93,"Tahj time, baby!",34,"Tahj time, baby!"
6:52:00 PM,GrimTrader,That's a nice job by the defense to hold them to a FG. Offense needs to just go down and score to end this thing.,34,That's a nice job by the defense to hold them to a FG. Offense needs to just go down and score to end this thing.
6:52:00 PM,raiderpower_HTX,Not a time to be conservative and run three times in a row,34,Not a time to be conservative and run three times in a row
6:52:00 PM,Techbassn,  NYRaider said:       That’s why McAlpine wasn’t in the rotation anymore.    Click to expand...  Brutal penalty there but that dude is going to be a really good piece on this DL next year and moving forward,34,Brutal penalty there but that dude is going to be a really good piece on this DL next year and moving forward
6:52:00 PM,kennybob33,"Hmm, interesting concept, kicking a field goal on 4th down.",34,"Hmm, interesting concept, kicking a field goal on 4th down."
6:52:00 PM,MJRaider,Please God Kittley,34,Please God Kittley
6:52:00 PM,parlayraider81,  TTUfirebird2008 said:       We are very good at shooting ourselves in the foot.    Click to expand...  Sometimes are guns are down…,34,Sometimes are guns are down…
6:52:00 PM,Rolf C,First score for them since 1Q?,34,First score for them since 1Q?
6:52:00 PM,aybuddy777,"IDC who we hire at OC this offseason, so long as we keep DeRuyter.  EDIT: This does not mean we should hire Matt Canada or Jeff Grimes.",34,"IDC who we hire at OC this offseason, so long as we keep DeRuyter. EDIT: This does not mean we should hire Matt Canada or Jeff Grimes."
6:53:00 PM,Centex48,  B. Golan said:       8 minute touchdown drive 🙏🏼    Click to expand...  Time of possession:  UCF- 31:14  Tech - 18:25  We need a long drive (and points) to give the defense a breather too.,34,Time of possession: UCF- 31:14 Tech - 18:25 We need a long drive (and points) to give the defense a breather too.
6:53:00 PM,Rolf C,  DWDJR said:       Score a touchdown and we are going to a bowl baring some mind blowing stupid stuff. One drive come on.    Click to expand...  This is it. It's time. The season is now.,34,This is it. It's time. The season is now.
6:53:00 PM,512RedRaider,"Rabbit, Ramirez, Hutchins hurt?",34,"Rabbit, Ramirez, Hutchins hurt?"
6:54:00 PM,Bettycawkder,  MJRaider said:       Please God Kittley    Click to expand...   Seconded,34,Seconded
6:54:00 PM,Dabox23,"  ALL HANDS said:       Rodriguez having a tough game tonight in the open field.    Click to expand...  His instincts are half a yard too slow and he doesn’t have the speed to make it up. Hopefully, next year.",34,"His instincts are half a yard too slow and he doesn’t have the speed to make it up. Hopefully, next year."
6:54:00 PM,Time To Win,"  blackswarm93 said:       Tahj time, baby!    Click to expand...  Please",34,Please
6:54:00 PM,aliefallstar,"  jbryanford said:       Plumlee is a really solid college QB.  He isn't teh best pure passer, but he isn't trash.... and he is a big plus running the ball.    Click to expand...   He’s good. That’s why we’re playing relatively well",34,He’s good. That’s why we’re playing relatively well
6:54:00 PM,A063597,They took the points didn’t know that was possible,34,They took the points didn’t know that was possible
6:54:00 PM,mxraider,"Alright, I got a little off cycle with my all hands by quarter. Just cracked a 4th quarter freshie…    ",34,"Alright, I got a little off cycle with my all hands by quarter. Just cracked a 4th quarter freshie…"
6:55:00 PM,ttuboat,  A063597 said:       They took the points didn’t know that was possible    Click to expand...  They tried twice to take the points before and came up empty. Maybe it’s not automatic?,34,They tried twice to take the points before and came up empty. Maybe it’s not automatic?
6:55:00 PM,MJ Red Raider,Need a long time killing scoring drive,35,Need a long time killing scoring drive
6:55:00 PM,SwampRayder,I love Tahj but hate Tahj’s dancing.,35,I love Tahj but hate Tahj’s dancing.
6:56:00 PM,mxraider,"  Rolf C said:       Probably right, but I also think Texas Tech would have that many wins with a healthy QB all season.    Click to expand...  Which QB though?   Shough Lost to wyoming and struggled against TSU.",35,Which QB though? Shough Lost to wyoming and struggled against TSU.
6:56:00 PM,Rolf C,MOAR TAHJ!,35,MOAR TAHJ!
6:56:00 PM,DWDJR,Maybe Kittley knew what he was doing with less carries earlier. Tahj fresh for the biggest drive of the season.,35,Maybe Kittley knew what he was doing with less carries earlier. Tahj fresh for the biggest drive of the season.
6:56:00 PM,A. Dickens,"Dear God, Tahj… Please put your mouth guard in.",35,"Dear God, Tahj… Please put your mouth guard in."
6:56:00 PM,FiscalKliff,Will dick punch Kittley if we lose this game. Brooks with 14 rushes and avg 10 per. Dumb,35,Will dick punch Kittley if we lose this game. Brooks with 14 rushes and avg 10 per. Dumb
6:56:00 PM,jbryanford,Give Brooks the ball... play clean from here on out... and we win this game.,35,Give Brooks the ball... play clean from here on out... and we win this game.
6:57:00 PM,jopritch,We’re going to win this game.,35,We’re going to win this game.
6:57:00 PM,SwampRayder,  jbryanford said:       really wish we could get easy pressure on the QB.    Click to expand...  When we get pressure I wish we could make the tackle,35,When we get pressure I wish we could make the tackle
6:57:00 PM,Time To Win,Beast Mode!,35,Beast Mode!
6:58:00 PM,Techbassn,I’m glad I’m not the One trying to tackle Tahj head on… lord,35,I’m glad I’m not the One trying to tackle Tahj head on… lord
6:58:00 PM,Chrome21,Is cumbie still at la Tech? They got boatraced by Jacksonville St.,35,Is cumbie still at la Tech? They got boatraced by Jacksonville St.
6:58:00 PM,TTUfirebird2008,Great run Brooks!,35,Great run Brooks!
6:58:00 PM,GunsUp5,Run the ball….,35,Run the ball….
6:58:00 PM,Time To Win,Best way to stop Kittley???  Kittley,35,Best way to stop Kittley??? Kittley
6:59:00 PM,NYRaider,Missed the throw. Bradley was open.,35,Missed the throw. Bradley was open.
6:59:00 PM,jbryanford,Morton needs to watch Stroud play for the Texans... and get some of that touch stuff....,35,Morton needs to watch Stroud play for the Texans... and get some of that touch stuff....
6:59:00 PM,Jordon232,Stop throwing the ball!!!,35,Stop throwing the ball!!!
6:59:00 PM,MJRaider,WHAT ARE YOU DOING,35,WHAT ARE YOU DOING
6:59:00 PM,GunsUp5,WHAT IS KITTLEY DOING   My gosh!,35,WHAT IS KITTLEY DOING My gosh!
6:59:00 PM,jbryanford,We need this first down....,35,We need this first down....
6:59:00 PM,Centex48,Everything’s working beautifully and Kittley decides to get cute. Unreal.,35,Everything’s working beautifully and Kittley decides to get cute. Unreal.
6:59:00 PM,rimbo74,2 dumb ass plays,35,2 dumb ass plays
6:59:00 PM,FiscalKliff,**** you Kittley,35,**** you Kittley
6:59:00 PM,ttuboat,Well damn,35,Well damn
6:59:00 PM,Time To Win,Fire Kittley please,35,Fire Kittley please
6:59:00 PM,MJ Red Raider,"Why do you stop running brooks there, wtf",35,"Why do you stop running brooks there, wtf"
7:00:00 PM,raiderpower_HTX,Yea our compromised qb runs the ball nice,35,Yea our compromised qb runs the ball nice
7:00:00 PM,GunsUp5,We have idiotic coaches,35,We have idiotic coaches
7:00:00 PM,NYRaider,White was wide open according to the radio guys.,35,White was wide open according to the radio guys.
7:00:00 PM,DWDJR,Dammit. Once we had the first two first downs I thought we had em.,35,Dammit. Once we had the first two first downs I thought we had em.
7:00:00 PM,rimbo74,Why the hell,35,Why the hell
7:00:00 PM,4RunnerRaider,That’s on Kittley.. fvcking terrible,35,That’s on Kittley.. fvcking terrible
7:00:00 PM,aybuddy777,"Get the ball out of Morton's F***ing hands. Keep it in Tahj's. I know it may seem like rocket science for Kittley, but it really isn't.",35,"Get the ball out of Morton's F***ing hands. Keep it in Tahj's. I know it may seem like rocket science for Kittley, but it really isn't."
7:00:00 PM,TTU15Fan,Great job on Kittley stopping Brooks. He's the only one who has been able to do it!,35,Great job on Kittley stopping Brooks. He's the only one who has been able to do it!
7:00:00 PM,MJRaider,Fire the guy Joey,35,Fire the guy Joey
7:00:00 PM,AustinRaider6,Gino García is a stud,35,Gino García is a stud
7:00:00 PM,ttuboat,Gino has quietly been a fvcking baller after the wyo game,35,Gino has quietly been a fvcking baller after the wyo game
7:00:00 PM,GrimTrader,Hell of a kick there. I don't know why Kittley decided to stop running it that drive. Taj is in full on beast mode right now.,35,Hell of a kick there. I don't know why Kittley decided to stop running it that drive. Taj is in full on beast mode right now.
7:00:00 PM,OGRaiderRed,Should be fired tonight. Only guy that can see something working 100% of the time and decide it’s a good idea to stop,36,Should be fired tonight. Only guy that can see something working 100% of the time and decide it’s a good idea to stop
7:00:00 PM,CumberlandBlues,Damn what a kick,36,Damn what a kick
7:00:00 PM,TTUfirebird2008,Big time kick Garcia!,36,Big time kick Garcia!
7:00:00 PM,redraider15,"Kittley strikes again. Tahj running loose, let’s just throw and have our QB run.",36,"Kittley strikes again. Tahj running loose, let’s just throw and have our QB run."
7:00:00 PM,Path Man,Garcia has been nails lately.,36,Garcia has been nails lately.
7:01:00 PM,tbp59,first down pass was poor or Bradley would’ve had a first down,36,first down pass was poor or Bradley would’ve had a first down
7:01:00 PM,Bettycawkder,Garcia is fking legit.,36,Garcia is fking legit.
7:01:00 PM,Rolf C,Wow nice FG!,36,Wow nice FG!
7:01:00 PM,Mika28,Gino came to PLAY! GIVE THAT MAN THE POSSUM TO TAKE HOME!,36,Gino came to PLAY! GIVE THAT MAN THE POSSUM TO TAKE HOME!
7:01:00 PM,Elushu,  TTU15Fan said:       Great job on Kittley stopping Brooks. He's the only one who has been able to do it!    Click to expand...  was about to say. idiot play calling,36,was about to say. idiot play calling
7:01:00 PM,DWDJR,"Our kicker splitting the damn posts from 50+ while theirs has a miss in a 1 possession game.  Its been awhile, and its not going to be next year either, but I do not look forward to the day I have to sweat college kickers again.",36,"Our kicker splitting the damn posts from 50+ while theirs has a miss in a 1 possession game. Its been awhile, and its not going to be next year either, but I do not look forward to the day I have to sweat college kickers again."
7:01:00 PM,tblackshear22,So nice having a decent kicker,36,So nice having a decent kicker
7:01:00 PM,Jordon232,We have the best special teams in the nation without a doubt good kick Gino!,36,We have the best special teams in the nation without a doubt good kick Gino!
7:01:00 PM,Dabox23,Thank goodness for Garcia.  Makes up for Kittley’s play calling there at the end.,36,Thank goodness for Garcia. Makes up for Kittley’s play calling there at the end.
7:01:00 PM,jbryanford,Wow... Garcia....,36,Wow... Garcia....
7:01:00 PM,FiscalKliff,Thank you Garcia but again **** you Kittley. Stop trying to be cute. Run the GD ball with Brooks. Its not hard you clown.,36,Thank you Garcia but again **** you Kittley. Stop trying to be cute. Run the GD ball with Brooks. Its not hard you clown.
7:01:00 PM,parlayraider81,Ok…please one more stop….,36,Ok…please one more stop….
7:01:00 PM,aybuddy777,Kittley is getting paid off by our opponents. That's the most logical explanation at this point.,36,Kittley is getting paid off by our opponents. That's the most logical explanation at this point.
7:01:00 PM,Guardians4312,  OGRaiderRed said:       Should be fired tonight. Only guy that can see something working 100% of the time and decide it’s a good idea to stop    Click to expand...  Please god shut the fvck up with the fired him tonight shit. He has done a damn good job tonight other than a couple calls.,36,Please god shut the fvck up with the fired him tonight shit. He has done a damn good job tonight other than a couple calls.
7:01:00 PM,Dabox23,"  Jordon232 said:       We have the best special teams in the nation without a doubt good kick Gino!    Click to expand...  If White would field punts better, otherwise after.",36,"If White would field punts better, otherwise after."
7:01:00 PM,hawkspur,The worst thing about this is that we all know McGuire won't fire Kittley and we're stuck being terrorized until it gets McGuire fired too,36,The worst thing about this is that we all know McGuire won't fire Kittley and we're stuck being terrorized until it gets McGuire fired too
7:02:00 PM,TTwin,"Fire Kittley now.  You are crushing them with Brooks and running the clock, so let's go away from it and start passing.  Dumb ****er dumb ****er dumb ****er.  Stubborn",36,"Fire Kittley now. You are crushing them with Brooks and running the clock, so let's go away from it and start passing. Dumb ****er dumb ****er dumb ****er. Stubborn"
7:02:00 PM,TechFan88,Good job Gino.,36,Good job Gino.
7:02:00 PM,Rolf C,  NYRaider said:       White was wide open according to the radio guys.    Click to expand...  I feel like John Harris had to check himself and not say too much!,36,I feel like John Harris had to check himself and not say too much!
