time_element,username,post_text,thread_page
6:40 PM,Jordon232,Lord please let brooks come back another year.,32
6:40 PM,FiscalKliff,  GunsUp5 said:       Let’s go!    Click to expand...  Glad you are done crying.,32
6:40 PM,mxraider,"Oh look, Brooks does something good.  This isn’t hard Kittley…UCF gives up a million yards on the ground every game.  Your RB leads the word unbroken tackles.  KISS  Keep. It. Simple. Stupid.",32
6:40 PM,parlayraider81,C’mon defense..hold them!,32
6:40 PM,Dabox23,"I'd like to take credit for saying, ""Can we remember we have an all-Big 12 RB?"" before that play.  I think Kittley heard me.",32
6:41 PM,SwampRayder,"On a play with offsides with contact, is it the rule to call the play dead?",32
6:41 PM,TTUfirebird2008,Let’s finish strong in the 4th quarter,32
6:41 PM,TTUGrad08,I love A gap runs.,33
6:41 PM,NYRaider,  tbp59 said:       well we are showing some heart    Click to expand...  These kids never quit. It’s impressive.,33
6:41 PM,TechFan88,How much higher would Brooks be on the career Rushing list if Kittley wasn't his OC?,33
6:41 PM,ronerich,Baltimore needs to draft Brooks.  He just seems like their exact type of RB.,33
6:41 PM,mxraider,"  SwampRayder said:       On a play with offsides with contact, is it the rule to call the play dead?    Click to expand...  With contact, yes.",33
6:41 PM,A063597,10 yds a carry and he’s only got 12. Hope we lean on him in 4th,33
6:41 PM,TxTech08,  TechFan88 said:       How much higher would Brooks be on the career Rushing list if Kittley wasn't his OC?    Click to expand...  Just stop.,33
6:42 PM,aliefallstar,"Evidently, we made some good defensive adjustments for the 2nd half. Keep it up   Big TD drive right there by the offense",33
6:42 PM,NYRaider,Great play by Jordan there. Shed the block and finished the play.,33
6:42 PM,SwampRayder,"  mxraider said:       Oh look, Brooks does something good.  This isn’t hard Kittley…UCF gives up a million yards on the ground every game.  Your RB leads the word unbroken tackles.  KISS  Keep. It. Simple. Stupid.    Click to expand...  We’ve only run the ball 14 times",33
6:42 PM,ronerich,"  TechFan88 said:       How much higher would Brooks be on the career Rushing list if Kittley wasn't his OC?    Click to expand...   Other than the first couple of weeks, Kittley has corrected.  Brooks has had multiple games with 30+ carries.",33
6:43 PM,chaseallen_44,The announcers get the tacklers name wrong every time haha,33
6:43 PM,DWDJR,"I am gonna need @T. Beadles to break down how the defense has flipped that quarter. To my stupid eye it just looks like not losing at the LOS anymore. But its so hard to go from getting bullied to not getting bullied, especially when the best DT goes out.",33
6:43 PM,mxraider,  SwampRayder said:       We’ve only run the ball 14 times    Click to expand...  And brooks had 12 of those carries for 118 yards…. I don’t get it.,33
6:43 PM,Jordon232,Damn good play by Brendan Jordan he played that perfect.,33
6:44 PM,jbryanford,My eyes see us as 7 up.... my stress feels like we are 14 down still...,33
6:44 PM,Time To Win,"  SwampRayder said:       On a play with offsides with contact, is it the rule to call the play dead?    Click to expand...  Yes",33
6:44 PM,ttuboat,  chaseallen_44 said:       The announcers get the tacklers name wrong every time haha    Click to expand...  p sure they called Morton plumlee earlier,33
6:44 PM,mxraider,"  ronerich said:       Other than the first couple of weeks, Kittley has corrected.  Brooks has had multiple games with 30+ carries.    Click to expand...  He has 12 in this game for 118. He should have 20+ for 150+",33
6:45 PM,redstormrising!,  mxraider said:       He has 12 in this game for 118. He should have 20+ for 150+    Click to expand...   This. Kittley is a dumb ****.,33
6:45 PM,jbryanford,really wish we could get easy pressure on the QB.,33
6:45 PM,chaseallen_44,  ttuboat said:       p sure they called Morton plumlee earlier    Click to expand...  They called Jordan Braylon Johnson or something.,33
6:45 PM,raiderpower_HTX,  Centex48 said:       We need to continue getting McCray & Brown involved.    Click to expand...  Brown was looking great in the 1st half then haven't seen him since,33
6:45 PM,Centex48,Defense shitting their pants right on cue. How does UCF’s tempo work?,33
6:46 PM,mxraider,"Aaaaand right one queue, the defense goes soft.",33
6:46 PM,Path Man,Here comes our complementary football. ☹️,33
6:46 PM,jbryanford,Plumlee has the world's biggest knee brace and we haven't hit him hard except for the time he jumped.  Not saying cheap shot him... but saying... hit the dang QB hard please.,33
6:46 PM,ronerich,Our LB's have been beaten around the corner all night long.,33
6:46 PM,ALL HANDS,Rodriguez having a tough game tonight in the open field.,33
6:47 PM,MJRaider,we are really missing rabbit.,33
6:48 PM,chaseallen_44,C’mon Defense.,33
6:48 PM,Centex48,  MJRaider said:       we are really missing rabbit.    Click to expand...  Maybe missing Jaylon Hutchings even more.,33
6:48 PM,Estebanito,Why does this defense always shit the bed when we take a lead?,33
6:48 PM,PickSix02,I don't ever know who has the ball when the run the RPO.,33
6:48 PM,Time To Win,Please get pressure,33
6:48 PM,jopritch,Plumlee kinda sucks.,33
6:48 PM,raiderpower_HTX,  MJRaider said:       we are really missing rabbit.    Click to expand...  I mean these misdirection runs are killing us,33
6:48 PM,MJ Red Raider,   ,33
6:49 PM,NYRaider,That’s why McAlpine wasn’t in the rotation anymore.,33
6:49 PM,jbryanford,Ugh. Self destructive penalties...,33
6:49 PM,GunsUp5,We are amazing,34
6:49 PM,mxraider,Welcome to the season McAlpine….,34
6:49 PM,bustossa,If UCF scores a TD on this drive I’ll be convinced all games are rigged,34
6:49 PM,Rolf C,Untimely penalty.,34
6:49 PM,TTUfirebird2008,We are very good at shooting ourselves in the foot.,34
6:49 PM,Bettycawkder,Good angle there,34
6:50 PM,jbryanford,"Plumlee is a really solid college QB.  He isn't teh best pure passer, but he isn't trash.... and he is a big plus running the ball.",34
6:50 PM,Jordon232,I see why they say champan Lewis is the best tackler on the team,34
6:50 PM,Time To Win,What’s this 3 man line crap,34
6:50 PM,GunsUp5,"  FiscalKliff said:       Glad you are done crying.    Click to expand...  Have no fear, we are still a very flawed football team. We are lucky lucky tonight",34
6:50 PM,CumberlandBlues,Keep going low on Plumlee please.,34
6:50 PM,mxraider,  jopritch said:       Plumlee kinda sucks.    Click to expand...  We’d have 7-8 wins if he was our QB.,34
6:50 PM,NYRaider,Great job by the freshmen on that drive.,34
6:51 PM,TechFan88,"  ronerich said:       Other than the first couple of weeks, Kittley has corrected.  Brooks has had multiple games with 30+ carries.    Click to expand...  4 games 31+ 4 games 19 or less carries 1 game 25 carries  This game? 12 carries with 10:21 left.",34
6:51 PM,DWDJR,Will absolutely take the field goal. Thats a win if we go and find the endzone again.,34
6:51 PM,J. Apodaca,Defense steps up again,34
6:51 PM,B. Golan,8 minute touchdown drive 🙏🏼,34
6:52 PM,jbryanford,Do wish we'd maybe taken those three points on the first drive.,34
6:52 PM,Path Man,"Good job, D; 3 a lot better than 7.",34
6:52 PM,Rolf C,"  mxraider said:       We’d have 7-8 wins if he was our QB.    Click to expand...  Probably right, but I also think Texas Tech would have that many wins with a healthy QB all season.",34
6:52 PM,DWDJR,Score a touchdown and we are going to a bowl baring some mind blowing stupid stuff. One drive come on.,34
6:52 PM,blackswarm93,"Tahj time, baby!",34
6:52 PM,GrimTrader,That's a nice job by the defense to hold them to a FG. Offense needs to just go down and score to end this thing.,34
6:52 PM,raiderpower_HTX,Not a time to be conservative and run three times in a row,34
6:52 PM,Techbassn,  NYRaider said:       That’s why McAlpine wasn’t in the rotation anymore.    Click to expand...  Brutal penalty there but that dude is going to be a really good piece on this DL next year and moving forward,34
6:52 PM,kennybob33,"Hmm, interesting concept, kicking a field goal on 4th down.",34
6:52 PM,MJRaider,Please God Kittley,34
6:52 PM,parlayraider81,  TTUfirebird2008 said:       We are very good at shooting ourselves in the foot.    Click to expand...  Sometimes are guns are down…,34
6:52 PM,Rolf C,First score for them since 1Q?,34
6:52 PM,aybuddy777,"IDC who we hire at OC this offseason, so long as we keep DeRuyter.  EDIT: This does not mean we should hire Matt Canada or Jeff Grimes.",34
6:53 PM,Centex48,  B. Golan said:       8 minute touchdown drive 🙏🏼    Click to expand...  Time of possession:  UCF- 31:14  Tech - 18:25  We need a long drive (and points) to give the defense a breather too.,34
6:53 PM,Rolf C,  DWDJR said:       Score a touchdown and we are going to a bowl baring some mind blowing stupid stuff. One drive come on.    Click to expand...  This is it. It's time. The season is now.,34
6:53 PM,512RedRaider,"Rabbit, Ramirez, Hutchins hurt?",34
6:54 PM,Bettycawkder,  MJRaider said:       Please God Kittley    Click to expand...   Seconded,34
6:54 PM,Dabox23,"  ALL HANDS said:       Rodriguez having a tough game tonight in the open field.    Click to expand...  His instincts are half a yard too slow and he doesn’t have the speed to make it up. Hopefully, next year.",34
6:54 PM,Time To Win,"  blackswarm93 said:       Tahj time, baby!    Click to expand...  Please",34
6:54 PM,aliefallstar,"  jbryanford said:       Plumlee is a really solid college QB.  He isn't teh best pure passer, but he isn't trash.... and he is a big plus running the ball.    Click to expand...   He’s good. That’s why we’re playing relatively well",34
6:54 PM,A063597,They took the points didn’t know that was possible,34
6:54 PM,mxraider,"Alright, I got a little off cycle with my all hands by quarter. Just cracked a 4th quarter freshie…    ",34
6:55 PM,ttuboat,  A063597 said:       They took the points didn’t know that was possible    Click to expand...  They tried twice to take the points before and came up empty. Maybe it’s not automatic?,34
6:55 PM,MJ Red Raider,Need a long time killing scoring drive,35
6:55 PM,SwampRayder,I love Tahj but hate Tahj’s dancing.,35
6:56 PM,mxraider,"  Rolf C said:       Probably right, but I also think Texas Tech would have that many wins with a healthy QB all season.    Click to expand...  Which QB though?   Shough Lost to wyoming and struggled against TSU.",35
6:56 PM,Rolf C,MOAR TAHJ!,35
6:56 PM,DWDJR,Maybe Kittley knew what he was doing with less carries earlier. Tahj fresh for the biggest drive of the season.,35
6:56 PM,A. Dickens,"Dear God, Tahj… Please put your mouth guard in.",35
6:56 PM,FiscalKliff,Will dick punch Kittley if we lose this game. Brooks with 14 rushes and avg 10 per. Dumb,35
6:56 PM,jbryanford,Give Brooks the ball... play clean from here on out... and we win this game.,35
6:57 PM,jopritch,We’re going to win this game.,35
6:57 PM,SwampRayder,  jbryanford said:       really wish we could get easy pressure on the QB.    Click to expand...  When we get pressure I wish we could make the tackle,35
6:57 PM,Time To Win,Beast Mode!,35
6:58 PM,Techbassn,I’m glad I’m not the One trying to tackle Tahj head on… lord,35
6:58 PM,Chrome21,Is cumbie still at la Tech? They got boatraced by Jacksonville St.,35
6:58 PM,TTUfirebird2008,Great run Brooks!,35
6:58 PM,GunsUp5,Run the ball….,35
6:58 PM,Time To Win,Best way to stop Kittley???  Kittley,35
6:59 PM,NYRaider,Missed the throw. Bradley was open.,35
6:59 PM,jbryanford,Morton needs to watch Stroud play for the Texans... and get some of that touch stuff....,35
6:59 PM,Jordon232,Stop throwing the ball!!!,35
6:59 PM,MJRaider,WHAT ARE YOU DOING,35
6:59 PM,GunsUp5,WHAT IS KITTLEY DOING   My gosh!,35
6:59 PM,jbryanford,We need this first down....,35
6:59 PM,Centex48,Everything’s working beautifully and Kittley decides to get cute. Unreal.,35
6:59 PM,rimbo74,2 dumb ass plays,35
6:59 PM,FiscalKliff,**** you Kittley,35
6:59 PM,ttuboat,Well damn,35
6:59 PM,Time To Win,Fire Kittley please,35
6:59 PM,MJ Red Raider,"Why do you stop running brooks there, wtf",35
7:00 PM,raiderpower_HTX,Yea our compromised qb runs the ball nice,35
7:00 PM,GunsUp5,We have idiotic coaches,35
7:00 PM,NYRaider,White was wide open according to the radio guys.,35
7:00 PM,DWDJR,Dammit. Once we had the first two first downs I thought we had em.,35
7:00 PM,rimbo74,Why the hell,35
7:00 PM,4RunnerRaider,That’s on Kittley.. fvcking terrible,35
7:00 PM,aybuddy777,"Get the ball out of Morton's F***ing hands. Keep it in Tahj's. I know it may seem like rocket science for Kittley, but it really isn't.",35
7:00 PM,TTU15Fan,Great job on Kittley stopping Brooks. He's the only one who has been able to do it!,35
7:00 PM,MJRaider,Fire the guy Joey,35
7:00 PM,AustinRaider6,Gino García is a stud,35
7:00 PM,ttuboat,Gino has quietly been a fvcking baller after the wyo game,35
7:00 PM,GrimTrader,Hell of a kick there. I don't know why Kittley decided to stop running it that drive. Taj is in full on beast mode right now.,35
7:00 PM,OGRaiderRed,Should be fired tonight. Only guy that can see something working 100% of the time and decide it’s a good idea to stop,36
7:00 PM,CumberlandBlues,Damn what a kick,36
7:00 PM,TTUfirebird2008,Big time kick Garcia!,36
7:00 PM,redraider15,"Kittley strikes again. Tahj running loose, let’s just throw and have our QB run.",36
7:00 PM,Path Man,Garcia has been nails lately.,36
7:01 PM,tbp59,first down pass was poor or Bradley would’ve had a first down,36
7:01 PM,Bettycawkder,Garcia is fking legit.,36
7:01 PM,Rolf C,Wow nice FG!,36
7:01 PM,Mika28,Gino came to PLAY! GIVE THAT MAN THE POSSUM TO TAKE HOME!,36
7:01 PM,Elushu,  TTU15Fan said:       Great job on Kittley stopping Brooks. He's the only one who has been able to do it!    Click to expand...  was about to say. idiot play calling,36
7:01 PM,DWDJR,"Our kicker splitting the damn posts from 50+ while theirs has a miss in a 1 possession game.  Its been awhile, and its not going to be next year either, but I do not look forward to the day I have to sweat college kickers again.",36
7:01 PM,tblackshear22,So nice having a decent kicker,36
7:01 PM,Jordon232,We have the best special teams in the nation without a doubt good kick Gino!,36
7:01 PM,Dabox23,Thank goodness for Garcia.  Makes up for Kittley’s play calling there at the end.,36
7:01 PM,jbryanford,Wow... Garcia....,36
7:01 PM,FiscalKliff,Thank you Garcia but again **** you Kittley. Stop trying to be cute. Run the GD ball with Brooks. Its not hard you clown.,36
7:01 PM,parlayraider81,Ok…please one more stop….,36
7:01 PM,aybuddy777,Kittley is getting paid off by our opponents. That's the most logical explanation at this point.,36
7:01 PM,Guardians4312,  OGRaiderRed said:       Should be fired tonight. Only guy that can see something working 100% of the time and decide it’s a good idea to stop    Click to expand...  Please god shut the fvck up with the fired him tonight shit. He has done a damn good job tonight other than a couple calls.,36
7:01 PM,Dabox23,"  Jordon232 said:       We have the best special teams in the nation without a doubt good kick Gino!    Click to expand...  If White would field punts better, otherwise after.",36
7:01 PM,hawkspur,The worst thing about this is that we all know McGuire won't fire Kittley and we're stuck being terrorized until it gets McGuire fired too,36
7:02 PM,TTwin,"Fire Kittley now.  You are crushing them with Brooks and running the clock, so let's go away from it and start passing.  Dumb ****er dumb ****er dumb ****er.  Stubborn",36
7:02 PM,TechFan88,Good job Gino.,36
7:02 PM,Rolf C,  NYRaider said:       White was wide open according to the radio guys.    Click to expand...  I feel like John Harris had to check himself and not say too much!,36
7:02 PM,mxraider,Kittley refuses to learn 3 rushes for 8 yards taking 130 seconds off the clock >>>>> 3 incompletions taking 20 seconds off the clock.,36
7:02 PM,ConjugalVisits,Bet joey wishes he would have kicked one of those in the first q. But whatever. Lets finish.,36
7:02 PM,ronerich,That was a bomb.,36
7:02 PM,FiscalKliff,  NYRaider said:       White was wide open according to the radio guys.    Click to expand...  So was 6-7 yards running with Brooks,36
7:02 PM,AustinRaider6,  ttuboat said:       Gino has quietly been a fvcking baller after the wyo game    Click to expand...  I even cut him some slack for the Wyoming game.  One miss was barely a miss off the uprights on a very long kick.  And another he actually made and the refs screwed and forced it to be dysfunctional,36
7:02 PM,parlayraider81,Someone on defense has got to come up with a big play,36
7:02 PM,Time To Win,  Jordon232 said:       We have the best special teams in the nation without a doubt good kick Gino!    Click to expand...  Kenny Perry doing work!,36
7:02 PM,TechRocks,Morton has to convert 1st down passes when UCF is stacking tne box. These should be routine passes yet he seems way off target.,36
7:02 PM,Chrome21,"Being Kittley's age, it's unfathomable to imagine people having the nuts to let him lead a Power 5 offense.   Good on Gino but we need to move on this off-season. Especially if we're going to stick with Morton as QB1.",36
7:02 PM,Techbassn,I’m sorry but keep the ball in the all big 12 running backs hands… they didn’t stop him once and yet we put the game in the hands of a bottom half of the league QB’s arm.. just be smarter man.,36
7:02 PM,OGRaiderRed,  Guardians4312 said:       Please god shut the fvck up with the fired him tonight shit. He has done a damn good job tonight other than a couple calls.    Click to expand...  He’s against a shit defense and our defense/ST gives him great field position. Get off his nuts,36
7:03 PM,redstormrising!,  GrimTrader said:       Hell of a kick there. I don't know why Kittley decided to stop running it that drive. Taj is in full on beast mode right now.    Click to expand...   Because ZK is a dumbass.,36
7:03 PM,A063597,Im so done with Kittley. He’s just a pus that doesn’t understand the basic facts of football. God that was mind boggling,36
7:03 PM,FiscalKliff,"  TechRocks said:       Morton has to convert 1st down passes when UCF is stacking tne box. These should be routine passes yet he seems way off target.    Click to expand...  Not really, he just has to hand it off because Brooks is still picking up yards",36
7:03 PM,Bettycawkder,Fk I hate overtime. Please let's stay away.,36
7:03 PM,Used2BScooterTX,"Could be 30-17 rn, but aNaLyTiCs",36
7:03 PM,rimbo74,Starting to question McGuire on letting Kittley call dumb ass plays,37
7:03 PM,MJ Red Raider,Ok we’re getting a pick six this drive,37
7:03 PM,MacRed,"Moving the ball, Brooks is shake and baking them…   then we COMPLETELY DISRUPT THE RHYTHM!!!!  This is why we are at 24 and not 34 or more every game.  I do not get the line of thought.",37
7:04 PM,txtechx,I don't understand the pass play calling there. Brooks is having success. Make them stop him.,37
7:04 PM,TTwin,  mxraider said:       Kittley refuses to learn 3 rushes for 8 yards taking 130 seconds off the clock >>>>> 3 incompletions taking 20 seconds off the clock.    Click to expand...  He stupid.,37
7:04 PM,Guardians4312,  OGRaiderRed said:       He’s against a shit defense and our defense/ST gives him great field position. Get off his nuts    Click to expand...  You bitched about him saying “take away Tajh’s couple big runs and we didn’t run the ball well” and think it’s fine to say this??? That’s as hypocritical as it gets man.,37
7:04 PM,kdixon81,Sure wish we took points early in the game instead of being infatuated with 4th down analytics,37
7:04 PM,ConjugalVisits,  Techbassn said:       I’m sorry but keep the ball in the all big 12 running backs hands… they didn’t stop him once and yet we put the game in the hands of a bottom half of the league QB’s arm.. just be smarter man.    Click to expand...  If it isn’t insubordination then its on the HC. And afterwards it will be some slap happy oh shucks.,37
7:05 PM,TTU15Fan,  Guardians4312 said:       Please god shut the fvck up with the fired him tonight shit. He has done a damn good job tonight other than a couple calls.    Click to expand...  You serious Clark? This is NOT a good defense and we barely got over 20 points.   He's lucky we have a legend at RB breaking off runs between 15-50 and a kicker who can bail out drives.,37
7:05 PM,DWDJR,Jesus christ,37
7:05 PM,Centex48,thanks defense. Thanks.,37
7:05 PM,ttuboat,Would be really nice if we could do that,37
7:05 PM,jbryanford,BLOCKED,37
7:05 PM,MJRaider,LOL TECH,37
7:05 PM,wreckemtech5,Good call tim,37
7:05 PM,GrimTrader,"  TTwin said:       Fire Kittley now.  You are crushing them with Brooks and running the clock, so let's go away from it and start passing.  Dumb ****er dumb ****er dumb ****er.  Stubborn    Click to expand...  The thing that kills me there is where on the field he decided to start passing it. At worst if he runs it three more times burns more clock and we have a much more manageable FG under 45 yards versus a 50+ yard FG.",37
7:05 PM,hawkspur,lol,37
7:05 PM,AustinRaider6,  Guardians4312 said:       Please god shut the fvck up with the fired him tonight shit. He has done a damn good job tonight other than a couple calls.    Click to expand...  24 points against this sh!t defense is nothing to go brag about dawg,37
7:05 PM,Bettycawkder,Plenty of time left for the coaches to keep cutting their eyes at kittley.,37
7:05 PM,TxTech08,What the shit was that,37
7:05 PM,NYRaider,That was such an unnecessary risk.,37
7:05 PM,Techbassn,Up 7 and run a corner blitz… WHY!?,37
7:06 PM,Chrome21,Typical Tech play. Defense is gassed   ****ing sick of this got damn incompetent offensive coordinator that got hired and keeps his ****ing job because of his last name. Get him the **** out of here.,37
7:06 PM,ronerich,  TechFan88 said:       4 games 31+ 4 games 19 or less carries 1 game 25 carries  This game? 12 carries with 10:21 left.    Click to expand...   Put them in chronological order.,37
7:06 PM,J. Apodaca,this kicker is not very good,37
7:06 PM,aybuddy777,"Tahj, Gino, everyone is trying desperately to save Morton and Kittley's ass tonight.",37
7:06 PM,TTUGrad08,Wow,37
7:06 PM,mattcal,Now way that was designed that way right?,37
7:06 PM,OGRaiderRed,  Guardians4312 said:       You bitched about him saying “take away Tajh’s couple big runs and we didn’t run the ball well” and think it’s fine to say this??? That’s as hypocritical as it gets man.    Click to expand...  Worst OC tech has had in the decade of suck. He’s shit at everything he does,37
7:06 PM,Dabox23,"Well, someone blitzed when they shouldn’t.   Glad our STs stepped up again!",37
7:06 PM,ttuboat,Lmao ok. 5:30 TD drive. Please.,37
7:06 PM,J25TxTech,😳,37
7:06 PM,4RunnerRaider,If we had a play caller like UCF’s play caller we’d have at least 3 more wins then we do now,37
7:06 PM,Mika28,OMG,37
7:06 PM,FiscalKliff,"Wow, someone ****ed up more than kittley’s play calling there",37
7:06 PM,Bettycawkder,Oh my.,37
7:06 PM,jopritch,He f*cking missed,37
7:06 PM,RaiderDelCielo,UCF kicker seeing ghosts now,37
7:06 PM,DWDJR,COLLEGE KICKERS BUT NOT TEXAS TECH KICKERS,37
7:06 PM,Estebanito,Typical tech has been out matched by UCFs shenanigans,37
7:06 PM,mxraider,Deyruter sucks. Has the zero blitz worked all year?   This team doesn’t understand winning football.,38
7:06 PM,Used2BScooterTX,OK BOOMER,38
7:06 PM,bobster1979,What a dumbass defensive call. Why blitz your corners when your safeties are already suspect,38
7:06 PM,TechRocks,"Wow, just a totally screwed up play . Horrid timing.",38
7:06 PM,rimbo74,Kittley better not **** this up,38
7:06 PM,CharcoalCody,Wow.  Both Safety and CB blitz on that side?  Or did the safety just bite that hard on playaction while the CB was blitzing?,38
7:06 PM,aliefallstar,Um why sell out  like that? Had to be a miscommunication,38
7:06 PM,GunsUp5,UCF doing everything they can to lose this game. Lol,38
7:06 PM,A. Dickens,This game is so dumb.,38
7:07 PM,James Martin,Double WTF in a row. I’m stunned.,38
7:07 PM,jbryanford,Wait... no one got that?   No wonder they ran the trick play early in the game...,38
7:07 PM,txtechx,Wow blown coverage. Man it's tough being a Raider fan.,38
7:07 PM,MJ Red Raider,now run the fn ball and don’t stop until you hit black turf,38
7:07 PM,ConjugalVisits,Well. If we dont CALL the run now. And every gd play after until 0 time is left…these guys need to go back to Cedar Hill.,38
7:07 PM,MacRed,"Good lord if we don’t make them pay for that missed XP…  Run the ball, get first downs, put this game away.  I swear if we come out passing…",38
7:07 PM,jopritch,What a choke job by UCF.,38
7:07 PM,SwampRayder,  Techbassn said:       Up 7 and run a corner blitz… WHY!?    Click to expand...  Because ANALYTICS! Seriously it’s my response for any completely unnecessary boneheaded call,38
7:07 PM,aliefallstar,What a massive XP block,38
7:07 PM,hawkspur,This is a stupid ****ing game,38
7:07 PM,JoeFlop,The safety and the corner can't both blitz on that side if the other safety is 20 yards away in the middle of the field,38
7:07 PM,old fat guy,  hawkspur said:       The worst thing about this is that we all know McGuire won't fire Kittley and we're stuck being terrorized until it gets McGuire fired too    Click to expand...  Please get a new take. This one is worn out. Not been a fan very long? A critic lifelong on any topic?,38
7:07 PM,DWDJR,Should change nothing in mindset. Operate like you must find the endzone.,38
7:07 PM,Jordon232,  aliefallstar said:       Um why sell out  like that? Had to be a miscommunication    Click to expand...  We have had way to many of those this year and shouldn’t be happening in the 2nd to last game of the season.,38
7:07 PM,CumberlandBlues,I think that got blocked right?.  It switched directions mid air.,38
7:07 PM,Froda,That’s my fault guys. I literally said just before that play I can’t believe the defense is playing so well with multiple freshman out there. Then somebody missed something.,38
7:07 PM,GrimTrader,  mxraider said:       Deyruter sucks. Has the zero blitz worked all year?  This team doesn’t understand winning football.    Click to expand...  This is a very odd crusade you are on.....   ,38
7:08 PM,aybuddy777,Kittley is scheming up a shitty ass play action pass as we speak,38
7:08 PM,Chrome21,Did someone in the mob take us on the bet? 😂 Holy shit. Lfg offense. Feed Tahj.,38
7:08 PM,Dabox23,  Bettycawkder said:       Fk I hate overtime. Please let's stay away.    Click to expand...  Not happening today. At least I think.  🙃,38
7:08 PM,bustossa,  A. Dickens said:       This game is so dumb.    Click to expand...  From Here It’s Potable,38
7:08 PM,Guardians4312,  OGRaiderRed said:       Worst OC tech has had in the decade of suck. He’s shit at everything he does    Click to expand...  Why am I not surprised you didn’t acknowledge a thing I said? Go ahead and keep bitching lol,38
7:08 PM,AustinRaider6,  4RunnerRaider said:       If we had a play caller like UCF’s play caller we’d have at least 3 more wins then we do now    Click to expand...  It’s more about play designs imo.  Their play designs slow down the defense and force them to think and make decisions.  Kittley has not developed that capability at this point in his career.,38
7:08 PM,raiderpower_HTX,  MJ Red Raider said:       now run the fn ball and don’t stop until you hit black turf    Click to expand...  nooo we don’t do this we do what the defense gives us. Still a lot of time with UCF’s 3 timeouts,38
7:08 PM,Used2BScooterTX,   Kittley seeing UCF f*ck it up,38
7:09 PM,Estebanito,UCF is literally us. Typical garbage shenanigans,38
7:09 PM,Chrome21,"  mxraider said:       Deyruter sucks. Has the zero blitz worked all year?    Click to expand...  🤣 Without him and his players, we're a 2 win team.",38
7:09 PM,RR_2024,  mxraider said:       Deyruter sucks. Has the zero blitz worked all year?  This team doesn’t understand winning football.    Click to expand...  DeRuyter didn’t call the “same side corner and safety blitz”. Huge bust by our secondary.,38
7:09 PM,mxraider,"I just want to point out, if Kittley ran the ball 3 straight downs last series there would be under 4 minutes remaining in the game.",38
7:09 PM,TechFan88,UCF entered the game as the #124 ranked Rush Defense.  Giving up 4.86 yards a carry for 195.8 yards a game.,38
7:09 PM,ttu_porters,  A. Dickens said:       This game is so dumb.    Click to expand...  This game has all the twists and turns of a Tuesday night MACtion game,38
7:09 PM,64 others,Hahahaha,39
7:09 PM,SwampRayder,For the love of all that is holy and good please let us go on a 5-minute time-killing TD drive,39
7:09 PM,DWDJR,Ride Tahj to the endzone. Come on.,39
7:10 PM,FiscalKliff,Will throw it 3 straight times,39
7:10 PM,redraider2007,"Air it out, Kittley!!!!",39
7:10 PM,mxraider,  RR_2024 said:       DeRuyter didn’t call the “same side corner and safety blitz”. Huge bust by our secondary.    Click to expand...  I realize it’s never his fault.,39
7:10 PM,SwampRayder,  TechFan88 said:       UCF entered the game as the #124 ranked Rush Defense.  Giving up 4.89 yards a carry for 195.8 yards a game.    Click to expand...  Brooks averaging 9 yards a carry as 5-minutes left in the game.,39
7:10 PM,FiscalKliff,Why are we running with 20 seconds still left on the clock?,39
7:11 PM,Path Man,Why are we snapping it with 20 seconds on the play clock?,39
7:11 PM,CumberlandBlues,quit snapping the ball at 20 seconds,39
7:11 PM,ttu_porters,  FiscalKliff said:       Will throw it 3 straight times    Click to expand...  Please no,39
7:11 PM,aybuddy777,Snapping the ball with 21 seconds left. Woof.,39
7:11 PM,jbryanford,Brooks making that cut off tackle got stopped the one time.. just enough there... keep those pads squared up Beast!,39
7:11 PM,FiscalKliff,Should have wasted  40 seconds there. What the **** are we doing?,39
7:11 PM,rimbo74,Run the clock goodness,39
7:11 PM,AustinRaider6,I’ve defended our defense all year.  But blitzing that corner with no safety over the top was head scratching to say the least,39
7:12 PM,redraider2007,Snapping the ball with 14 seconds left on the play clock,39
7:12 PM,TT TOUCHDOWN,Why are we running hurry up?,39
7:12 PM,DWDJR,So damn nervous. You just know Morton is going to have to make a play this drive. 10 straight runs ain’t gonna work.,39
7:12 PM,Chrome21,  TechFan88 said:       UCF entered the game as the #124 ranked Rush Defense.  Giving up 4.86 yards a carry for 195.8 yards a game.    Click to expand...  I said last week due to this Brooks would get 35 carries and we'd win somehow. Not sure what he's at now but Morton has 34 pass attempts. That's too many,39
7:12 PM,Stringking,Snapped it once with 20 seconds left and then the next with 15. Should’ve burned at least an extra 30. Not a fan of that in these close games.,39
7:12 PM,FiscalKliff,Have to trust Joey November but wtf,39
7:12 PM,Time To Win,Why go out of bounds???,39
7:12 PM,mxraider,  FiscalKliff said:       Why are we running with 20 seconds still left on the clock?    Click to expand...  Because we have to football IQ of my some flag football team.    Spoiler    my son’s flag football team lost every game by an average score of 35-10   ,39
7:12 PM,NYRaider,No late hit?,39
7:12 PM,TechFan88,Why Eakin run out of bounds?,39
7:13 PM,ttuboat,How do they pick that up?,39
7:13 PM,TechFan88,Inadvertent slap to the helmet.,39
7:13 PM,RedRaider2014,Any time using our brains is involved we utterly fail. This has GOT to change and is least likely to if the coaches aren't getting it corrected now.,39
7:14 PM,Time To Win,WTF.  Kittley can’t help himself,39
