time_element,username,post_text,thread_page,post_text_cleaned,Sentiment
9:52 PM,BioRaider,  B. Golan said:       Thats a lot of words to not list one other option!    Click to expand...  Id settle for @T. Beadles right now.,46,Id settle for @T. Beadles right now.,negative
9:53 PM,rabidraider02,Toughest  Hardest working   Most competitive,46,Toughest  Hardest working   Most competitive,positive
9:53 PM,bustossa,"  B. Golan said:       What place is that?  Standing up for the coaches who have made 2 bowls in 2 years is talking smack?    Click to expand...  That I do not disagree with, but you talk alotta sh!t when you dont need to, know what you do and you stirring the pot is unacceptable given your job, you dont make it better",46,"That I do not disagree with, but you talk alotta sh!t when you dont need to, know what you do and you stirring the pot is unacceptable given your job, you dont make it better",negative
9:53 PM,Mika28,"  bustossa said:       Golan talks alotta smack,  needs to remember his dang place    Click to expand...  WTF????",47,WTF????,none
9:53 PM,Chrome21,  B. Golan said:       Thats a lot of words to not list one other option!    Click to expand...  Alot of words that are correct and you refuse to acknowledge.,47,Alot of words that are correct and you refuse to acknowledge.,negative
9:53 PM,LakeRanger,WTF is that penalty???,47,WTF is that penalty???,negative
9:53 PM,rimbo74,  stdbtm17 said:       I guess being average (6-6) is considered a success. Must be part of that everybody gets a trophy mentality.  Next youre going to tell us Morton is a good QB.    Click to expand...  You telling me that or golan? ,47,You telling me that or golan? ,none
9:53 PM,GrimTrader,  Mika28 said:       I haven't noticed an upgrade. But we need that other guy...  the Red Raider who went to WSU?    Click to expand...  Neither have I..,47,Neither have I..,positive
9:53 PM,Hammerof1God,Glad we could host Arch Mannings coming out party. Swear to gawd this freaking team.,47,Glad we could host Arch Mannings coming out party. Swear to gawd this freaking team.,positive
9:53 PM,Saltraider,This is so incredibly embarrassing.  I had hoped wed be competitive.  Maybe something similar to how the majority of the big 12 looked against them.   But this..  The clip of Joey screaming everything runs through Lubbock on national tv just prior to kick off makes it even worse.  Every blowhard UT t-shirt fan will crow about this game till the end of time.,47,This is so incredibly embarrassing.  I had hoped wed be competitive.  Maybe something similar to how the majority of the big 12 looked against them.   But this..  The clip of Joey screaming everything runs through Lubbock on national tv just prior to kick off makes it even worse.  Every blowhard UT t-shirt fan will crow about this game till the end of time.,negative
9:53 PM,TTUfirebird2008,"  PHF_TTU said:       Kittly and Juice should be enough, especially if McGuire doesn't hire any more best friends to fill the spots.    Click to expand...   Perry should go as well.",47, Perry should go as well.,negative
9:54 PM,B. Golan,"  raiderfan77 said:       Gotta give @B. Golan credit, he will defend these coaches no matter how far their shit gets pushed in.    Click to expand...  A program is more than 1 game, on the road, as a 2 touchdown underdog. Everyone else about the program seems to be going pretty good. Some people think a blowout loss should = fire everyone and I disagree!",47,"A program is more than 1 game, on the road, as a 2 touchdown underdog. Everyone else about the program seems to be going pretty good. Some people think a blowout loss should = fire everyone and I disagree!",positive
9:54 PM,RaiderSeymore,Delay of game on our defense out of a timeout.,47,Delay of game on our defense out of a timeout.,negative
9:54 PM,jbryanford,OMG... that is never called.....  haha,47,OMG... that is never called.....  haha,negative
9:54 PM,TechSpur,"  PHF_TTU said:       Kittly and Juice should be enough, especially if McGuire doesn't hire any more best friends to fill the spots.    Click to expand...  Reassign Kittley to the track program.   UGH Juice.    There will be enough movement in other football staffs, they can be replaced with upgrades.",47,"Reassign Kittley to the track program.   UGH Juice.    There will be enough movement in other football staffs, they can be replaced with upgrades.",negative
9:54 PM,TechRocks,"  PHF_TTU said:       Kittly and Juice should be enough, especially if McGuire doesn't hire any more best friends to fill the spots.    Click to expand...   So much for our upgrade in WR coach.",47, So much for our upgrade in WR coach.,negative
9:54 PM,bustossa,  Mika28 said:       WTF????    Click to expand...  Really??? 3 ??? R u thick,47,Really??? 3 ??? R u thick,negative
9:54 PM,BioRaider,  Hammerof1God said:       Glad we could host Arch Mannings coming out party. Swear to gawd this freaking team.    Click to expand...  Ill bet Ewers feels great about returning next season after hearing that ovation for Manning.,47,Ill bet Ewers feels great about returning next season after hearing that ovation for Manning.,positive
9:54 PM,stdbtm17,"  B. Golan said:       What place is that?  Standing up for the coaches who have made 2 bowls in 2 years is talking smack?    Click to expand...   Come on Golan. I know you have to support the staff and program, but this year has been a colossal failure. You can admit it.",47," Come on Golan. I know you have to support the staff and program, but this year has been a colossal failure. You can admit it.",negative
9:54 PM,txtechx,"  B. Golan said:       Thats a lot of words to not list one other option!    Click to expand...  Golan, it's not our job to find a good OC. Those who are making million dollar salaries are!",47,"Golan, it's not our job to find a good OC. Those who are making million dollar salaries are!",negative
9:54 PM,Guardians4312,These officials have lost control. 72 is shoving everyone on the ground. I dont care what the score is. Thats twice.,47,These officials have lost control. 72 is shoving everyone on the ground. I dont care what the score is. Thats twice.,negative
9:55 PM,AustinRaider6,"  B. Golan said:       I think ZK is a good offensive coordinator who has been limited by his personnel. To fire him Id need to be convinced you can get someone better. Still waiting for one person who is yelling to fire Kittley to present what the alternative option is.    Click to expand...  I actually do agree with you that we shouldnt fire kittley just to fire him at this point.  We would need to know who we are going to get if we are going to do it this year, and Im not sure who that would be.  However, if we have a repeat of this year next season, we will need to move on.   I have a hard time with the limited by personal excuse when he has the same personnel as last year and his offense got significantly more inept.  The full on regression with the same players is on him, and it is whats most worrying.",47,"I actually do agree with you that we shouldnt fire kittley just to fire him at this point.  We would need to know who we are going to get if we are going to do it this year, and Im not sure who that would be.  However, if we have a repeat of this year next season, we will need to move on.   I have a hard time with the limited by personal excuse when he has the same personnel as last year and his offense got significantly more inept.  The full on regression with the same players is on him, and it is whats most worrying.",negative
9:55 PM,jbryanford,Are they just going to let 72 continue to hit after the whistle..... and then taunt because it isn't called?   Ref crew full of pu99ies also,47,Are they just going to let 72 continue to hit after the whistle..... and then taunt because it isn't called?   Ref crew full of pu99ies also,negative
9:55 PM,T. Cobern,I just smashed my TV in front of 30 guests at my party because of the game. My wife just took our crying kids and said theyre all spending the week at a hotel. This team has ruined my life and my party. I cant handle this anymore. Goodbye Texas Tech football . I am no longer a fan.,47,I just smashed my TV in front of 30 guests at my party because of the game. My wife just took our crying kids and said theyre all spending the week at a hotel. This team has ruined my life and my party. I cant handle this anymore. Goodbye Texas Tech football . I am no longer a fan.,negative
9:55 PM,ttu_porters,"man, ever year is its our year next year",47,"man, ever year is its our year next year",positive
9:55 PM,Chrome21,How old is B Golan? You settle at 6-6 like the older alumni in the Spike days.   2 bowl games that nobody gives 2 shits about.,47,How old is B Golan? You settle at 6-6 like the older alumni in the Spike days.   2 bowl games that nobody gives 2 shits about.,negative
9:56 PM,Mika28,KILL HIM KILL HIM C- I -L- L  KILL HIM!,47,KILL HIM KILL HIM C- I -L- L  KILL HIM!,negative
9:56 PM,TechFan88,"Morton - 15 for 31 for 1.9 yards per completion, 3 INT  Brooks - 16 carries 5.5 yards per carry",47,"Morton - 15 for 31 for 1.9 yards per completion, 3 INT  Brooks - 16 carries 5.5 yards per carry",positive
9:56 PM,Bettycawkder,  B. Golan said:       What place is that?  Standing up for the coaches who have made 2 bowls in 2 years is talking smack?    Click to expand...   You're being kind of a dick to guys simply stating frustration.,47, You're being kind of a dick to guys simply stating frustration.,negative
9:56 PM,BioRaider,"  B. Golan said:       A program is more than 1 game, on the road, as a 2 touchdown underdog. Everyone else about the program seems to be going pretty good. Some people think a blowout loss should = fire everyone and I disagree!    Click to expand...  Ive watched this offense for two full seasons. Its more than this game. Its a complete body of work now.",47,Ive watched this offense for two full seasons. Its more than this game. Its a complete body of work now.,positive
9:56 PM,stp74,"7 burger, I like it.",47,"7 burger, I like it.",positive
9:56 PM,raiderfan77,"  B. Golan said:       A program is more than 1 game, on the road, as a 2 touchdown underdog. Everyone else about the program seems to be going pretty good. Some people think a blowout loss should = fire everyone and I disagree!    Click to expand...  Were 6-6. This isnt one game. Only thing going good is recruiting on paper.",47,Were 6-6. This isnt one game. Only thing going good is recruiting on paper.,negative
9:56 PM,Stringking,"Ive gotta be honest Im pretty pro Joey, but Im wavering a bit atm. Im not sure if theres a thing we were sold/promised prior to the season thats true. We dont have two nfl caliber qbs on the roster, the OL isnt   improved, this team would not beaten last years by two tds, the defense was not better without Wilson, the wide receivers are not better under Juice, the offense is not high octane, and all of our high ranking transfers do not look to be worth it. Staats is terrible and McCray has had his moments, but was not a game breaker. Such a crappy ending to a regular season that had so much hope prior to the season. We might end up being non competitive in the bowl game with, what I hope/imagine, will be a mass purge of this roster.",47,"Ive gotta be honest Im pretty pro Joey, but Im wavering a bit atm. Im not sure if theres a thing we were sold/promised prior to the season thats true. We dont have two nfl caliber qbs on the roster, the OL isnt   improved, this team would not beaten last years by two tds, the defense was not better without Wilson, the wide receivers are not better under Juice, the offense is not high octane, and all of our high ranking transfers do not look to be worth it. Staats is terrible and McCray has had his moments, but was not a game breaker. Such a crappy ending to a regular season that had so much hope prior to the season. We might end up being non competitive in the bowl game with, what I hope/imagine, will be a mass purge of this roster.",negative
9:56 PM,TechRocks,Brother Manning running circles around our defense.,47,Brother Manning running circles around our defense.,negative
9:56 PM,J. Ramirez,"ill always have 2015 and 2017 and 2022 to remember, sigh",47,"ill always have 2015 and 2017 and 2022 to remember, sigh",none
9:56 PM,GrimTrader,  T. Cobern said:       I just smashed my TV in front of 30 guests at my party because of the game. My wife just took our crying kids and said theyre all spending the week at a hotel. This team has ruined my life and my party. I cant handle this anymore. Goodbye Texas Tech football . I am no longer a fan.    Click to expand...     ,47,   ,none
9:56 PM,NYRaider,Hope we put a late shot on Manning whenever we get the chance after that 4th down attempt.,47,Hope we put a late shot on Manning whenever we get the chance after that 4th down attempt.,negative
9:57 PM,Chrome21,They're going for it . Don't blame them. I'd have done it too when that footage of Joey got out,47,They're going for it . Don't blame them. I'd have done it too when that footage of Joey got out,negative
9:57 PM,teezer2,Damn infomercial for UT,47,Damn infomercial for UT,negative
9:57 PM,Mika28,  Chrome21 said:       How old is B Golan? You settle at 6-6 like the older alumni in the Spike days.   2 bowl games that nobody gives 2 shits about.    Click to expand...  This is not the game.   Whine about BYU.,47,This is not the game.   Whine about BYU.,negative
9:57 PM,redraider15,"  B. Golan said:       A program is more than 1 game, on the road, as a 2 touchdown underdog. Everyone else about the program seems to be going pretty good. Some people think a blowout loss should = fire everyone and I disagree!    Click to expand...   Youre right. 6-6 is kickass!",47, Youre right. 6-6 is kickass!,positive
9:58 PM,deadring,  T. Cobern said:       I just smashed my TV in front of 30 guests at my party because of the game. My wife just took our crying kids and said theyre all spending the week at a hotel. This team has ruined my life and my party. I cant handle this anymore. Goodbye Texas Tech football . I am no longer a fan.    Click to expand...  Sorry man  let me know if you want to meet at Angelwitch later now that ur wife is out of the house for a few days,47,Sorry man  let me know if you want to meet at Angelwitch later now that ur wife is out of the house for a few days,none
9:58 PM,Mr_SoloDolo,Manning is fair game after that 4th down decision.,48,Manning is fair game after that 4th down decision.,negative
9:58 PM,Mika28,"Now if Tahj and the O line love me, they'll give me an 8 minute drive here.",48,"Now if Tahj and the O line love me, they'll give me an 8 minute drive here.",positive
9:58 PM,chaseallen_44,Man this sucks. Next years gotta be better. Just has to be.    ,48,Man this sucks. Next years gotta be better. Just has to be.    ,positive
9:59 PM,TechRocks,UT trying to pour it on. Wonder if Joey will continue to tweet congratulations to Sarkesian on his victories going forward.,48,UT trying to pour it on. Wonder if Joey will continue to tweet congratulations to Sarkesian on his victories going forward.,negative
9:59 PM,Mika28,  Mr_SoloDolo said:       Manning is fair game after that 4th down decision.    Click to expand...    ,48,  ,none
9:59 PM,wreckemtech5,"  B. Golan said:       A program is more than 1 game, on the road, as a 2 touchdown underdog. Everyone else about the program seems to be going pretty good. Some people think a blowout loss should = fire everyone and I disagree!    Click to expand...  This isnt just a blow out loss",48,This isnt just a blow out loss,negative
9:59 PM,Jordon232,"  B. Golan said:       A program is more than 1 game, on the road, as a 2 touchdown underdog. Everyone else about the program seems to be going pretty good. Some people think a blowout loss should = fire everyone and I disagree!    Click to expand...  Its been all season not just this game.",48,Its been all season not just this game.,negative
9:59 PM,PHF_TTU,Just need a TD here onside TD again onside TD again onside TD again onside TD again onside  and you are right back in this thing.,48,Just need a TD here onside TD again onside TD again onside TD again onside TD again onside  and you are right back in this thing.,positive
9:59 PM,koman1,Can we institute a running clock to end this faster,48,Can we institute a running clock to end this faster,negative
9:59 PM,Techbassn,"  chaseallen_44 said:       Man this sucks. Next years gotta be better. Just has to be.    Click to expand...  probably can pin this post for November 24th, 2024",48,"probably can pin this post for November 24th, 2024",positive
9:59 PM,wreckem1959,"Thankful we won our games against really crappy teams. Outside of Kansasm and UCF, didnt beat a team with a pulse",48,"Thankful we won our games against really crappy teams. Outside of Kansasm and UCF, didnt beat a team with a pulse",negative
9:59 PM,SoDakRaider,Eakins is the only receiver worth keeping...we are so poor at receiver it makes it impossible for a qb and coordinator...they've been pathetic too but who replaces?,48,Eakins is the only receiver worth keeping...we are so poor at receiver it makes it impossible for a qb and coordinator...they've been pathetic too but who replaces?,negative
10:00 PM,B. Golan,"  redraider15 said:       Youre right. 6-6 is kickass!    Click to expand...  For year 2 and dealing what theyve dealt with this season, its fine.  Im very excited for the future once McGuires recruits grow up!",48,"For year 2 and dealing what theyve dealt with this season, its fine.  Im very excited for the future once McGuires recruits grow up!",positive
10:00 PM,GrimTrader,  Bettycawkder said:       You're being kind of a dick to guys simply stating frustration.    Click to expand...  Pick on him for his terrible Kittley takes not his right to make them. His remarks have been perfectly acceptable. Dumb because it's defending Kittley but acceptable.,48,Pick on him for his terrible Kittley takes not his right to make them. His remarks have been perfectly acceptable. Dumb because it's defending Kittley but acceptable.,negative
10:00 PM,bustossa,"  Stringking said:       Ive gotta be honest Im pretty pro Joey, but Im wavering a bit atm. Im not sure if theres a thing we were sold/promised prior to the season thats true. We dont have two nfl caliber qbs on the roster, the OL isnt   improved, this team would not beaten last years by two tds, the defense was not better without Wilson, the wide receivers are not better under Juice, the offense is not high octane, and all of our high ranking transfers do not look to be worth it. Staats is terrible and McCray has had his moments, but was not a game breaker. Such a crappy ending to a regular season that had so much hope prior to the season. We might end up being non competitive in the bowl game with, what I hope/imagine, will be a mass purge of this roster.    Click to expand...  Boom!! Spot on mansomeone @B. Golan w this",48,Boom!! Spot on mansomeone @B. Golan w this,none
10:01 PM,NJRaider,"The red breast is taking over, i am shouting for mayhem and worse",48,"The red breast is taking over, i am shouting for mayhem and worse",positive
10:01 PM,Mika28,"Win the quarter, boys.",48,"Win the quarter, boys.",positive
10:01 PM,LakeRanger,So Morton tries to block for Tahj?   So dumb.,48,So Morton tries to block for Tahj?   So dumb.,negative
10:01 PM,Centex48,  PHF_TTU said:    Shoot Kittley into the sun & then find a decent QB Just need a TD here onsideTD again onsideTD again onsideTD again onsideTD againonside  and you are right back in this thing.    Click to expand...  FIFY,48,FIFY,positive
10:01 PM,JimCarlen,"  redraider2007 said:       Yep. The problem is Texas just has a lot better players than do we.    Click to expand...   Sure they do.  They had a lot better players than all but one team they have played.  But, no one has been beaten this bad by them.",48," Sure they do.  They had a lot better players than all but one team they have played.  But, no one has been beaten this bad by them.",negative
10:01 PM,Mika28,"Are you happy?  Morton was throwing blocks for Tahj.  He's no fat, raggedy Mayfield.",48,"Are you happy?  Morton was throwing blocks for Tahj.  He's no fat, raggedy Mayfield.",positive
10:01 PM,kellyoneil,"  wreckemtech5 said:       This isnt just a blow out loss    Click to expand...  Shit happens, especially against a team this good. Should serve as a motivator.",48,"Shit happens, especially against a team this good. Should serve as a motivator.",positive
10:01 PM,Chrome21,"  Mika28 said:       This is not the game.  Whine about BYU.    Click to expand...  It's the goddamn university of Texas.   Stop settling. Jfc you football guys really have finally accepted we're never going to be a football school? Go support and pour money into basketball then.   Texas Tech for many, many years settled. Got leach. Fired him.   This is what you get for it. Mediocrity. The fact that the lead dude on this websites staff is perfectly fine with 6-6 after claiming we had the best ****ing team since 08 prior to the season is unbearable.",48,"It's the goddamn university of Texas.   Stop settling. Jfc you football guys really have finally accepted we're never going to be a football school? Go support and pour money into basketball then.   Texas Tech for many, many years settled. Got leach. Fired him.   This is what you get for it. Mediocrity. The fact that the lead dude on this websites staff is perfectly fine with 6-6 after claiming we had the best ****ing team since 08 prior to the season is unbearable.",negative
10:02 PM,teezer2,When have we ever gone to Austin and beaten a good Texas team?   Ill hang up and listen.,48,When have we ever gone to Austin and beaten a good Texas team?   Ill hang up and listen.,negative
10:02 PM,NJRaider,Give strong some rxperience.  Just dont run hurry up.,48,Give strong some rxperience.  Just dont run hurry up.,negative
10:02 PM,mxraider,Do the right thing Kittley and get Tahj his 100 yard game. Quit trolling g is with the run on first down then forget you have RB bullshit,48,Do the right thing Kittley and get Tahj his 100 yard game. Quit trolling g is with the run on first down then forget you have RB bullshit,negative
10:02 PM,Saltraider,They are gonna score more points on us than Michigan did on our basketball team today.,48,They are gonna score more points on us than Michigan did on our basketball team today.,negative
10:02 PM,Richards279,Still wont throw it to the middle,48,Still wont throw it to the middle,none
10:02 PM,ttu_porters,Gosh Im not gonna Staats,48,Gosh Im not gonna Staats,none
10:02 PM,Tech Addict 06,"  bustossa said:       Golan talks alotta smack,  needs to remember his dang place    Click to expand...    ",48,  ,none
10:03 PM,yanceyRedRaider,Cant believe were still playing Morton and Tahj. Theres no point in this.,48,Cant believe were still playing Morton and Tahj. Theres no point in this.,negative
10:03 PM,redraider2007,"  JimCarlen said:       Sure they do.  They had a lot better players than all but one team they have played.  But, no one has been beaten this bad by them.    Click to expand...  Thats true. Nothing has gone right and the coaching has sucked just as bad as the playing.",48,Thats true. Nothing has gone right and the coaching has sucked just as bad as the playing.,negative
10:03 PM,Mika28,FUNJI!,48,FUNJI!,none
10:03 PM,Rolf C,  Chrome21 said:       you football guys  Click to expand...  Uh... @Mika28,48,Uh... @Mika28,none
10:03 PM,ronerich,Staats is so f'ing bad.  He is just horrible in pass blocking.,48,Staats is so f'ing bad.  He is just horrible in pass blocking.,negative
10:03 PM,chaseallen_44,"  Techbassn said:       probably can pin this post for November 24th, 2024    Click to expand...    ",48,  ,none
10:03 PM,Mika28,  yanceyRedRaider said:       Cant believe were still playing Morton and Tahj. Theres no point in this.    Click to expand...  I'm kinda frightened to send Strong out there.,48,I'm kinda frightened to send Strong out there.,negative
10:04 PM,PHF_TTU,  ronerich said:       Staats is so f'ing bad.  He is just horrible in pass blocking.    Click to expand...  He's not even a little Rusty.,48,He's not even a little Rusty.,none
10:04 PM,kellyoneil,"  Chrome21 said:       It's the goddamn university of Texas.  Stop settling. Jfc you football guys really have finally accepted we're never going to be a football school? Go support and pour money into basketball then.  Texas Tech for many, many years settled. Got leach. Fired him.  This is what you get for it. Mediocrity. The fact that the lead dude on this websites staff is perfectly fine with 6-6 after claiming we had the best ****ing team since 08 prior to the season is unbearable.    Click to expand...  Idiot take.",48,Idiot take.,negative
10:04 PM,TTUfirebird2008,"  Stringking said:       Ive gotta be honest Im pretty pro Joey, but Im wavering a bit atm. Im not sure if theres a thing we were sold/promised prior to the season thats true. We dont have two nfl caliber qbs on the roster, the OL isnt  improved, this team would not beaten last years by two tds, the defense was not better without Wilson, the wide receivers are not better under Juice, the offense is not high octane, and all of our high ranking transfers do not look to be worth it. Staats is terrible and McCray has had his moments, but was not a game breaker. Such a crappy ending to a regular season that had so much hope prior to the season. We might end up being non competitive in the bowl game with, what I hope/imagine, will be a mass purge of this roster.    Click to expand...   Yes, it shows either poor evaluation of talentor outright lying to sell tickets in pre-season. I actually hope it was a bunch of lying. If its poor evaluation of talent, that doesnt bode well for McGuire over the long term.",48," Yes, it shows either poor evaluation of talentor outright lying to sell tickets in pre-season. I actually hope it was a bunch of lying. If its poor evaluation of talent, that doesnt bode well for McGuire over the long term.",negative
10:04 PM,CharcoalCody,  T. Cobern said:       I just smashed my TV in front of 30 guests at my party because of the game. My wife just took our crying kids and said theyre all spending the week at a hotel. This team has ruined my life and my party. I cant handle this anymore. Goodbye Texas Tech football . I am no longer a fan.    Click to expand...  You act like that and get rewarded with a week off?    ,49,You act like that and get rewarded with a week off?    ,negative
10:04 PM,Guardians4312,LOL another drop.,49,LOL another drop.,negative
10:04 PM,GrimTrader,"  Richards279 said:       Still wont throw it to the middle    Click to expand...  Dude, our QB might throw an interception with such a risky play.",49,"Dude, our QB might throw an interception with such a risky play.",negative
10:04 PM,mainstreetraider,From wide receiver U to this.. woof,49,From wide receiver U to this.. woof,negative
10:04 PM,Gary Patterson's Belt,This season was effed the second the staff decided to go into Laramie with only half their playbook.,49,This season was effed the second the staff decided to go into Laramie with only half their playbook.,negative
10:04 PM,redstormrising!,  BioRaider said:       Ive watched this offense for two full seasons. Its more than this game. Its a complete body of work now.    Click to expand...   This.   This is deep into year two and the offense looks as lost as last year. Maybe more so.,49, This.   This is deep into year two and the offense looks as lost as last year. Maybe more so.,negative
10:04 PM,raiderlex,What a pathetic showing. Last time to play UT and the coaches and players completely shit the bed. UT owns us so bad and it was never even close. Hasn't ever been. Our claim to fame against them is 2008 and MAYBE last year's win. But tonight is just an embarrassment on all sides of the ball.,49,What a pathetic showing. Last time to play UT and the coaches and players completely shit the bed. UT owns us so bad and it was never even close. Hasn't ever been. Our claim to fame against them is 2008 and MAYBE last year's win. But tonight is just an embarrassment on all sides of the ball.,negative
10:04 PM,Natienate,  ttu_porters said:       Gosh Im not gonna Staats    Click to expand...  Make him walk back.  ,49,Make him walk back.  ,positive
10:04 PM,RaiderSeymore,Seven burger.,49,Seven burger.,positive
10:04 PM,Bettycawkder,"  Chrome21 said:       It's the goddamn university of Texas.  Stop settling. Jfc you football guys really have finally accepted we're never going to be a football school? Go support and pour money into basketball then.  Texas Tech for many, many years settled. Got leach. Fired him.  This is what you get for it. Mediocrity. The fact that the lead dude on this websites staff is perfectly fine with 6-6 after claiming we had the best ****ing team since 08 prior to the season is unbearable.    Click to expand...  Look, leach carried his weight in that whole thing as well.",49,"Look, leach carried his weight in that whole thing as well.",positive
10:05 PM,Centex48,  Mika28 said:       FUNJI!    Click to expand...  And he immediately reverts back to the terrible receiver hes been all year.,49,And he immediately reverts back to the terrible receiver hes been all year.,negative
10:05 PM,TechRocks,Jesus. Dropped ball. Big surprise,49,Jesus. Dropped ball. Big surprise,negative
10:05 PM,SuperQuick,FIRE KITTLEY,49,FIRE KITTLEY,negative
10:05 PM,CYoung512,"At this point, Im more concerned with the fact that none of the backups are better than Staats.  No wonder we are targeting 4 O-line in the portal.  Next year 6-6 might be the best we can do.",49,"At this point, Im more concerned with the fact that none of the backups are better than Staats.  No wonder we are targeting 4 O-line in the portal.  Next year 6-6 might be the best we can do.",negative
10:05 PM,Techbassn,Honestly it seems easy to defend against our offense. Stop the run and only have to cover from the hash to the sideline. We have thrown zero passes between the hashes tonight and honestly cant remember the last time we have consistently,49,Honestly it seems easy to defend against our offense. Stop the run and only have to cover from the hash to the sideline. We have thrown zero passes between the hashes tonight and honestly cant remember the last time we have consistently,negative
10:05 PM,ronerich,"So next year, we need:  1) a new WR corp 2) a new RB 3) nearly an entirely new OL 4) new TE's 5) but we have our QB!!!!    ",49,"So next year, we need:  1) a new WR corp 2) a new RB 3) nearly an entirely new OL 4) new TE's 5) but we have our QB!!!!    ",negative
10:06 PM,bustossa,  Tech Addict 06 said:        Click to expand...   dumb,49, dumb,positive
10:06 PM,GrimTrader,  Mika28 said:       I'm kinda frightened to send Strong out there.    Click to expand...  He's has way too much time left for at least a few YOLOS deep into double coverage.,49,He's has way too much time left for at least a few YOLOS deep into double coverage.,positive
10:06 PM,Tech Addict 06,  PHF_TTU said:       Just need a TD here onside TD again onside TD again onside TD again onside TD again onside  and you are right back in this thing.    Click to expand...    ,49,  ,none
10:06 PM,Mika28,"  T. Cobern said:       I just smashed my TV in front of 30 guests at my party because of the game. My wife just took our crying kids and said theyre all spending the week at a hotel. This team has ruined my life and my party. I cant handle this anymore. Goodbye Texas Tech football . I am no longer a fan.    Click to expand...  Holy crud, folks. Some of y'all are nuts!",49,"Holy crud, folks. Some of y'all are nuts!",negative
10:06 PM,Centex48,"Texas is about to score more points on McGuire tonight, then Michigan scored on McCasland tonight.",49,"Texas is about to score more points on McGuire tonight, then Michigan scored on McCasland tonight.",positive
10:06 PM,Matador96,"Im watching Aledo kick the shit out of Red Oak.  For those who remember,  is this 2008 Oklahoma bad?",49,"Im watching Aledo kick the shit out of Red Oak.  For those who remember,  is this 2008 Oklahoma bad?",negative
10:06 PM,Rolf C,  raiderlex said:       Our claim to fame against them is 2008    Click to expand...  15 years already. Sigh.,49,15 years already. Sigh.,negative
10:06 PM,Hammerof1God,"For those of you saying its just one game, youre missing the point it is THE one game youve had circled on the schedule all year and you couldnt even get your guys to show up for it. Thats alarming I dont care how you spin it.",49,"For those of you saying its just one game, youre missing the point it is THE one game youve had circled on the schedule all year and you couldnt even get your guys to show up for it. Thats alarming I dont care how you spin it.",negative
10:06 PM,Mika28,  GrimTrader said:       He's has way too much time left for at least a few YOLOS deep into double coverage.    Click to expand...  YOLOS deep.  That poor baby.   LOL.,49,YOLOS deep.  That poor baby.   LOL.,positive
10:07 PM,Mika28,  Rolf C said:       15 years already. Sigh.    Click to expand...  eff that... claim to fame is last year!,49,eff that... claim to fame is last year!,negative
10:07 PM,Winney,  T. Cobern said:       I just smashed my TV in front of 30 guests at my party because of the game. My wife just took our crying kids and said theyre all spending the week at a hotel. This team has ruined my life and my party. I cant handle this anymore. Goodbye Texas Tech football . I am no longer a fan.    Click to expand...  Good copy and paste. ,49,Good copy and paste. ,positive
10:07 PM,RaiderSeymore,Fire kittley,49,Fire kittley,negative
10:07 PM,chaseallen_44,  redraider2007 said:       Thats true. Nothing has gone right and the coaching has sucked just as bad as the playing.    Click to expand...  All of this is true. Is it asking too much to just look consistently well coached? Could stand losing if it were just a Jimmys and Joes thing. Obviously thats part of it but this is way more than just that.,49,All of this is true. Is it asking too much to just look consistently well coached? Could stand losing if it were just a Jimmys and Joes thing. Obviously thats part of it but this is way more than just that.,negative
10:07 PM,redstormrising!,"  T. Cobern said:       I just smashed my TV in front of 30 guests at my party because of the game. My wife just took our crying kids and said theyre all spending the week at a hotel. This team has ruined my life and my party. I cant handle this anymore. Goodbye Texas Tech football . I am no longer a fan.    Click to expand...   I used to get this worked up watching Tech football and had a embarrassing moment in front of some friends.   Ever since I realized Tech football isn't worth it. I watch, but not nearly as emotional.   I hope you just learn from it and come back wiser.",49," I used to get this worked up watching Tech football and had a embarrassing moment in front of some friends.   Ever since I realized Tech football isn't worth it. I watch, but not nearly as emotional.   I hope you just learn from it and come back wiser.",negative
10:07 PM,monke409,Keep your mouth shut this off season. Please,49,Keep your mouth shut this off season. Please,negative
10:08 PM,NJRaider,"How do we have wrs that cant catch , cant block, Cant get seperation, and no yac.  Is this a Tech team?",49,"How do we have wrs that cant catch , cant block, Cant get seperation, and no yac.  Is this a Tech team?",negative
10:08 PM,redraider15,"  B. Golan said:       For year 2 and dealing what theyve dealt with this season, its fine.  Im very excited for the future once McGuires recruits grow up!    Click to expand...   What have we dealt with? If we are going to bring up QB injuries again, shouldnt be a problem since this staff has already apparently come out and double downed on Morton for next season.",49," What have we dealt with? If we are going to bring up QB injuries again, shouldnt be a problem since this staff has already apparently come out and double downed on Morton for next season.",negative
10:08 PM,Centex48,"  ronerich said:       So next year, we need:  1) a new WR corp 2) a new RB 3) nearly an entirely new OL 4) new TE's 5) but we have our QB!!!!      Click to expand...  The first one is probably a positive. Sure as fvck hope this performances has the coaching staff reevaluate how they approach QB in the portal though. Imagine this offense without Tahj ",49,The first one is probably a positive. Sure as fvck hope this performances has the coaching staff reevaluate how they approach QB in the portal though. Imagine this offense without Tahj ,negative
10:08 PM,teezer2,"Again, someone tell me when we went to Austin and beat a good Texas team.",49,"Again, someone tell me when we went to Austin and beat a good Texas team.",negative
